business_name,city,council_district,dba_name,location_1,location_account,location_description,location_start_date,mailing_address,mailing_city,mailing_zip_code,naics,primary_naics_description,street_address,zip_code
STARBUCKS CORPORATION,NORTHRIDGE,12,STARBUCKS COFFEE COMPANY # 29497,"{'latitude': '34.2358', 'longitude': '-118.554'}",0002363980-0018-1,19301 NORDHOFF 91324-2416,2018-12-07T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",19301   NORDHOFF STREET,91324-2416
STARBUCKS CORPORATION,N HOLLYWOOD,2,STARBUCKS COFFEE #5447,"{'latitude': '34.1448', 'longitude': '-118.4121'}",0000548717-0001-2,12824 VENTURA 91604-2367,1997-09-11T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,424990,Other miscellaneous nondurable goods,12824 VENTURA BLVD,91604-2367
STARBUCKS CORPORATION,LOS ANGELES,4,STARBUCKS COFFEE COMPANY # 27874,"{'latitude': '34.1111', 'longitude': '-118.2871'}",0002363980-0009-2,2138 HILLHURST 90027-2012,2017-08-17T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2138   HILLHURST AVENUE,90027-2012
STARBUCKS CORPORATION,LOS ANGELES,11,STARBUCKS COFFEE #8608,"{'latitude': '33.9815', 'longitude': '-118.4086'}",0000111880-0008-0,12313 JEFFERSON 90230-6225,2007-09-01T00:00:00.000,POST OFFICE BOX #34067,SEATTLE,98124-1067,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",12313 JEFFERSON BLVD,90230-6225
STARBUCKS CORPORATION,LOS ANGELES,13,STARBUCKS COFFEE COMPANY # 52258,"{'latitude': '34.0906', 'longitude': '-118.3258'}",0002363980-0020-3,6260 SANTA MONICA 90038-1704,2019-03-01T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",6260   SANTA MONICA BLVD,90038-1704
STARBUCKS CORPORATION,LOS ANGELES,9,STARBUCKS COFFEE COMPANY # 52257,"{'latitude': '34.0242', 'longitude': '-118.2781'}",0000008207-0052-0,3026 FIGUEROA 90007-3711,2018-07-12T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3026 S FIGUEROA STREET,90007-3711
STARBUCKS CORPORATION,LOS ANGELES,9,STARBUCKS COFFEE COMPANY # 24005,"{'latitude': '34.0269', 'longitude': '-118.2768'}",0000008207-0029-5,2735 FIGUEROA 90007-3256,2015-03-12T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2735 S FIGUEROA STREET,90007-3256
STARBUCKS CORPORATION,LOS ANGELES,11,STARBUCKS COFFEE #57520,"{'latitude': '34.0257', 'longitude': '-118.4314'}",0002363980-0022-0,3061 SAWTELLE 90066-1407,2019-05-16T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3061   SAWTELLE BLVD,90066-1407
STARBUCKS CORPORATION,LOS ANGELES,1,STARBUCKS #27702,"{'latitude': '34.0593', 'longitude': '-118.242'}",0000008207-0040-6,232 2ND 90012-4082,2016-06-03T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",232 E 2ND STREET,90012-4082
STARBUCKS CORPORATION,LOS ANGELES,14,STARBUCKS COFFEE COMPANY # 17331,"{'latitude': '34.0451', 'longitude': '-118.2603'}",0000554785-0016-4,600 9TH 90015-4301,2012-06-15T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,600 W 9TH STREET,90015-4301
STARBUCKS CORPORATION,SAN PEDRO,15,STARBUCKS COFFEE #28906,"{'latitude': '33.7363', 'longitude': '-118.2919'}",0000008207-0046-5,682 9TH 90731-3108,2017-05-25T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",682 W 9TH STREET,90731-3108
STARBUCKS CORPORATION,LOS ANGELES,11,STARBUCKS COFFEE #22881,"{'latitude': '33.9775', 'longitude': '-118.4174'}",0000008207-0026-1,12746 JEFFERSON 90066-7032,2014-11-20T00:00:00.000,POST OFFICE BOX #34067,SEATTLE,98124-1067,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",12746 W JEFFERSON BLVD,90066-7032
STARBUCKS CORPORATION,LOS ANGELES,9,STARBUCKS COFFEE COMPANY # 25043,"{'latitude': '34.0204', 'longitude': '-118.2861'}",0002363980-0008-4,3201 HOOVER 90089-3545,2017-08-10T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,,,3201 S HOOVER STREET   #1820,90089-3545
STARBUCKS CORPORATION,LOS ANGELES,14,STARBUCKS COFFEE #26338,"{'latitude': '34.0253', 'longitude': '-118.2395'}",0000008207-0039-2,1401 ALAMEDA 90021-2425,2016-05-14T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1401 S ALAMEDA STREET,90021-2425
STARBUCKS CORPORATION,MISSION HILLS,7,STARBUCKS COFFEE COMPANY # 29863,"{'latitude': '34.2724', 'longitude': '-118.468'}",0000037459-0008-8,11109 SEPULVEDA 91345-1113,2017-04-12T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11109   SEPULVEDA BLVD,91345-1113
STARBUCKS CORPORATION,LOS ANGELES,1,STARBUCKS # 29377,"{'latitude': '34.0638', 'longitude': '-118.2842'}",0000008207-0042-2,534 OCCIDENTAL 90057-1502,2016-06-03T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",534 S OCCIDENTAL BLVD,90057-1502
STARBUCKS CORPORATION,LOS ANGELES,10,STARBUCKS COFFEE COMPANY # 28051,"{'latitude': '34.046', 'longitude': '-118.3761'}",0000008207-0041-4,1742 LA CIENEGA 90035-4602,2016-06-03T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1742 S LA CIENEGA BLVD,90035-4602
STARBUCKS CORPORATION,SHERMAN OAKS,4,STARBUCKS COFFEE #27261,"{'latitude': '34.1547', 'longitude': '-118.448'}",0000038095-0002-0,4550 VAN NUYS 91403-2913,2017-01-18T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",4550   VAN NUYS BLVD   #K,91403-2913
STARBUCKS CORPORATION,LOS ANGELES,14,STARBUCKS COFFEE #48339,"{'latitude': '0.0', 'longitude': '0.0'}",0000037459-0005-3,1249 GRAND 90015-0000,2017-03-01T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1249 S GRAND AVENUE,90015-0000
STARBUCKS CORPORATION,NORTH HOLLYWOOD,2,STARBUCKS COFFEE # 22417,"{'latitude': '34.1589', 'longitude': '-118.3715'}",0000008207-0038-4,4853 LANKERSHIM 91601-4527,2016-04-14T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,722211,Limited-service eating places,4853   LANKERSHIM BLVD,91601-4527
STARBUCKS CORPORATION,NORTH HOLLYWOOD,2,STARBUCKS COFFEE COMPANY # 26769,"{'latitude': '34.1814', 'longitude': '-118.3839'}",0000037459-0009-6,6060 LANKERSHIM 91606-4806,2017-05-25T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",6060   LANKERSHIM BLVD,91606-4806
STARBUCKS CORPORATION,LOS ANGELES,13,STARBUCKS COFFEE COMPANY # 24933,"{'latitude': '34.0946', 'longitude': '-118.3095'}",0000037459-0003-7,1277 WESTERN 90029-1018,2017-01-12T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1277 N WESTERN AVENUE,90029-1018
STARBUCKS CORPORATION,LOS ANGELES,4,STARBUCKS COFFEE #24851,"{'latitude': '34.1074', 'longitude': '-118.2727'}",0000066929-0002-1,2720 GRIFFITH PARK 90027-3399,2016-09-30T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2720   GRIFFITH PARK BLVD,90027-3399
STARBUCKS CORPORATION,LOS ANGELES,1,STARBUCKS COFFEE COMPANY # 49792,"{'latitude': '34.0538', 'longitude': '-118.2628'}",0002363980-0007-6,1102 6TH 90017-1829,2017-07-20T00:00:00.000,POST OFFICE BOX #34442,LOS ANGELES,90034-0442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1102 W 6TH STREET,90017-1829
STARBUCKS CORPORATION,WINNETKA,3,STARBUCKS COFFEE #49978,"{'latitude': '34.2007', 'longitude': '-118.5705'}",0002363980-0005-0,20056 SHERMAN 91306-3607,2017-06-29T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",20056   SHERMAN WAY,91306-3607
STARBUCKS CORPORATION,LOS ANGELES,15,STARBUCKS COFFEE COMPANY # 26770,"{'latitude': '0.0', 'longitude': '0.0'}",0000037459-0007-0,21776 WESTERN 90501-,2017-01-12T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",21776 S WESTERN AVENUE,90501-
STARBUCKS CORPORATION,LOS ANGELES,14,STARBUCKS COFFEE #47433,"{'latitude': '34.0422', 'longitude': '-118.2596'}",0000037459-0006-1,400 OLYMPIC 90015-1608,2017-03-12T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",400 W OLYMPIC BLVD,90015-1608
STARBUCKS CORPORATION,LOS ANGELES,13,STARBUCKS COFFEE #53657,"{'latitude': '34.0772', 'longitude': '-118.2641'}",0002363980-0012-2,2110 SUNSET 90026-3125,2017-10-12T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2110 W SUNSET BLVD,90026-3125
STARBUCKS CORPORATION,CULVER CITY,5,STARBUCKS COFFEE #50325,"{'latitude': '34.0174', 'longitude': '-118.4052'}",0002363980-0014-9,10601 WASHINGTON 90232-3339,2018-09-13T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,722211,Limited-service eating places,10601   WASHINGTON BLVD,90232-3339
STARBUCKS CORPORATION,LOS ANGELES,5,STARBUCK COFFEE #9228,"{'latitude': '34.0591', 'longitude': '-118.4126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",0000844737-0001-7,2049 CENTURY 90067-3101,1991-01-01T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",2049 CENTURY PARKS  E UNIT #ROL16,90067-3101
STARBUCKS CORPORATION,LOS ANGELES,5,STARBUCKS COFFEE # 11603,"{'latitude': '34.054', 'longitude': '-118.4402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",0002363980-0025-4,1500 WESTWOOD 90024-5602,2019-09-26T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1500   WESTWOOD BLVD,90024-5602
STARBUCKS CORPORATION,LOS ANGELES,13,STARBUCKS COFFEE #58623,"{'latitude': '34.0706', 'longitude': '-118.2921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",0002363980-0024-6,181 VERMONT 90004-5904,2019-09-19T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",181 S VERMONT AVENUE,90004-5904
STARBUCKS CORPORATION,LOS ANGELES,13,STARBUCKS #24163,"{'latitude': '34.0984', 'longitude': '-118.319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",0000008207-0054-6,5929 SUNSET 90028-7262,2019-09-27T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,722300,Special food services (including food service contractors & caterers),5929 W SUNSET BLVD,90028-7262
STARBUCKS CORPORATION,LOS ANGELES,1,STARBUCKS COFFEE #13286,"{'latitude': '34.1239', 'longitude': '-118.2198'}",0000554785-0005-9,4430 YORK 90041-3328,2008-08-01T00:00:00.000,POST OFFICE BOX #34067,SEATTLE,98124-1067,722110,Full-service restaurants,4430 YORK BLVD,90041-3328
STARBUCKS CORPORATION,LOS ANGELES,10,STARBUCKS COFFEE COMPANY # 54501,"{'latitude': '34.064', 'longitude': '-118.2973'}",0000037459-0013-4,3465 6TH 90020-2567,2018-08-30T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,722211,Limited-service eating places,3465 W 6TH STREET   UNIT #30/40,90020-2567
STARBUCKS CORPORATION,LOS ANGELES,5,STARBUCKS COFFEE #59684,"{'latitude': '34.076', 'longitude': '-118.3766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",0002363980-0027-1,8500 BEVERLY 90048-6293,2019-11-14T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",8500   BEVERLY BLVD   #701,90048-6293
STARBUCKS CORPORATION,HARBOR CITY,15,STARBUCKS COFFEE #28816,"{'latitude': '33.8164', 'longitude': '-118.3081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",0002363980-0026-2,1630 SEPULVEDA 90710-1136,2019-09-26T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1630   SEPULVEDA BLVD,90710-1136
STARBUCKS CORPORATION,LOS ANGELES,13,STARBUCKS COFFEE #24163,"{'latitude': '34.0984', 'longitude': '-118.319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",0002363980-0016-5,5929 SUNSET 90028-7262,2019-09-27T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5929 W SUNSET BLVD,90028-7262
STARBUCKS CORPORATION,LOS ANGELES,13,STARBUCKS #55650,"{'latitude': '34.0978', 'longitude': '-118.2921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",0000008207-0053-8,4700 SUNSET 90027-6082,2019-09-27T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",4700 W SUNSET BLVD,90027-6082
STARBUCKS CORPORATION,LOS ANGELES,14,STARBUCKS COFFEE COMPANY # 10939,"{'latitude': '34.0414', 'longitude': '-118.2621'}",0000111880-0006-3,1111 GRAND 90015-2176,2006-08-18T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,445290,Home furnishings stores,1111 S GRAND AVENUE,90015-2176
STARBUCKS CORPORATION,NORTHRIDGE,12,STARBUCKS COFFEE #48677,"{'latitude': '34.2506', 'longitude': '-118.502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",0002363980-0028-9,9900 BALBOA 91325-5403,2019-12-20T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9900   BALBOA BLVD,91325-5403
STARBUCKS CORPORATION,CANOGA PARK,3,,"{'latitude': '34.1986', 'longitude': '-118.6055'}",0000037459-0002-9,7050 TOPANGA CANYON 91303-1960,2017-05-11T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",7050   TOPANGA CANYON BLVD,91303-1960
STARBUCKS CORPORATION,,5,STARBUCKS COFFEE #5738,"{'latitude': '0.0', 'longitude': '0.0'}",0000037459-0001-1,11155 SANTA MONICA 90501,2000-04-22T00:00:00.000,POST OFFICE BOX #34442TAX-2,SEATTLE,98124-,722211,Limited-service eating places,11155 SANTA MONICA BLVD,90501-
STARBUCKS CORPORATION,PANORAMA CITY,6,STARBUCKS COFFEE #56002,"{'latitude': '34.221', 'longitude': '-118.4511'}",0002363980-0023-8,14640 ROSCOE 91402-4105,2019-06-27T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14640   ROSCOE BLVD,91402-4105
STARBUCKS CORPORATION,LOS ANGELES,13,STARBUCKS COFFEE COMPANY # 50498,"{'latitude': '34.0631', 'longitude': '-118.2722'}",0002363980-0017-3,230 ALVARADO 90057-2306,2018-11-15T00:00:00.000,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",230 S ALVARADO STREET,90057-2306
STARBUCKS CORPORATION,N HOLLYWOOD,2,STARBUCKS COFFEE #5642,"{'latitude': '34.1643', 'longitude': '-118.3743'}",0000008207-0003-1,5166 LANKERSHIM 91601-3799,1998-10-24T00:00:00.000,POST OFFICE BOX #34067,SEATTLE,98124-1067,445290,Home furnishings stores,5166 LANKERSHIM BLVD,91601-3799
VENTURA PLACE COFFEE COMPANY,STUDIO CITY,2,ALFRED COFFEE STUDIO CITY,"{'latitude': '34.145', 'longitude': '-118.395'}",0002930172-0001-9,12077 VENTURA 91604-2602,2016-09-12T00:00:00.000,626 N LA CIENEGA BLVD   SUITE #5,WEST HOLLYWOOD,90069-5238,722211,Limited-service eating places,12077   VENTURA PLACE,91604-2602
SAN VICENTE COFFEE COMPANY,LOS ANGELES,11,ALFRED COFFEE BRENTWOOD,"{'latitude': '34.0525', 'longitude': '-118.4702'}",0002808229-0001-4,11908 SAN VICENTE 90049-5004,2015-02-24T00:00:00.000,11908 SAN VICENTE BLVD,LOS ANGELES,90049-5004,,,11908 SAN VICENTE BLVD,90049-5004
WILSHIRE BLVD COFFEE COMPANY,LOS ANGELES,10,ALFRED COFFEE KOREATOWN,"{'latitude': '34.0621', 'longitude': '-118.301'}",0003062654-0001-1,3515 WILSHIRE 90010-2301,2018-08-01T00:00:00.000,626 N LA CIENEGA BLVD   SUITE #5,WEST HOLLYWOOD,90069-5238,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3515   WILSHIRE BLVD,90010-2301
SILVERLAKE COFFEE COMPANY,LOS ANGELES,13,ALFRED COFFEE SILVERAKE,"{'latitude': '34.087', 'longitude': '-118.2755'}",0002850393-0001-4,3337 SUNSET 90026-2117,2015-08-01T00:00:00.000,626 N LA CIENEGA BLVD   SUITE #5,WEST HOLLYWOOD,90069-5238,722211,Limited-service eating places,3337 W SUNSET BLVD UNIT #1/2,90026-2117
MELROSE PLACE COFFEE COMPANY,LOS ANGELES,5,ALFRED COFFEE & KITCHEN,"{'latitude': '34.0836', 'longitude': '-118.3742'}",0002651971-0001-3,8428 MELROSE 90069-5300,2013-01-23T00:00:00.000,626 N LA CIENEGA BLVD   SUITE #5,WEST HOLLYWOOD,90069-5238,722211,Limited-service eating places,8428 MELROSE PLACE UNIT #A,90069-5300
BLUE BOTTLE COFFEE INC,LOS ANGELES,4,BLUE BOTTLE COFFEE,"{'latitude': '34.1095', 'longitude': '-118.2871'}",0002724332-0007-1,2066 HILLHURST 90027-2719,2016-12-01T00:00:00.000,300   WEBSTER STREET,OAKLAND,94607-4122,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2066   HILLHURST AVENUE,90027-2719
BLUE BOTTLE COFFEE INC,CENTURY CITY,5,BLUE BOTTLE COFFEE,"{'latitude': '34.06', 'longitude': '-118.4198'}",0002724332-0012-8,10250 SANTA MONICA 90067-6501,2018-06-06T00:00:00.000,476   9TH STREET   SUITE #300,OAKLAND,94607-4048,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10250   SANTA MONICA BLVD   #1765,90067-6501
BLUE BOTTLE COFFEE INC,LOS ANGELES,11,BLUE BOTTLE COFFEE,"{'latitude': '34.0482', 'longitude': '-118.4911'}",0002724332-0010-1,13050 SAN VICENTE 90049-4851,2017-03-23T00:00:00.000,476   9TH STREET   SUITE #300,OAKLAND,94607-4048,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13050   SAN VICENTE BLVD   SUITE #108,90049-4851
BLUE BOTTLE COFFEE INC,LOS ANGELES,14,BLUE BOTTLE COFFEE,"{'latitude': '34.0506', 'longitude': '-118.2479'}",0002724332-0006-3,300 BROADWAY 90013-1208,2016-12-01T00:00:00.000,300   WEBSTER STREET,OAKLAND,94607-4122,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",300 S BROADWAY     #30012,90013-1208
BLUE BOTTLE COFFEE INC,LOS ANGELES,5,BLUE BOTTLE COFFEE,"{'latitude': '34.0863', 'longitude': '-118.3611'}",0002724332-0009-8,830 FAIRFAX 90046-7208,2017-03-23T00:00:00.000,476   9TH STREET   SUITE #300,OAKLAND,94607-0000,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",830 N FAIRFAX AVENUE   BUILDING #A,90046-7208
BLUE BOTTLE COFFEE INC,WOODLAND HILLS,3,BLUE BOTTLE COFFEE,"{'latitude': '34.1672', 'longitude': '-118.5894'}",0002724332-0013-6,20929 VENTURA 91364-2334,2019-03-03T00:00:00.000,,,,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",20929   VENTURA BLVD,91364-2334
BLUE BOTTLE COFFEE INC,LOS ANGELES,5,BLUE BOTTLE COFFEE,"{'latitude': '34.076', 'longitude': '-118.37'}",0002724332-0002-1,8301 BEVERLY 90048-2607,2014-12-01T00:00:00.000,300 WEBSTER STREET,OAKLAND,94607-4122,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",8301 BEVERLY BLVD,90048-2607
BLUE BOTTLE COFFEE INC,LOS ANGELES,11,BLUE BOTTLE COFFEE,"{'latitude': '33.983', 'longitude': '-118.4047'}",0002724332-0008-0,12015 WATERFRONT 90094-2536,2017-03-23T00:00:00.000,476   9TH STREET   SUITE #300,OAKLAND,94607-4048,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",12015   WATERFRONT DRIVE   SUITE #A,90094-2536
BLUE BOTTLE COFFEE INC,LOS ANGELES,5,BLUE BOTTLE COFFEE,"{'latitude': '34.076', 'longitude': '-118.3832'}",0002724332-0011-0,116 ROBERTSON 90048-3103,2017-03-23T00:00:00.000,476   9TH STREET   SUITE #300,OAKLAND,94607-4048,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",116 N ROBERTSON BLVD   PLAZA #B,90048-3103
BLUE BOTTLE COFFEE INC,LOS ANGELES,14,BLUE BOTTLE COFFEE,"{'latitude': '34.0389', 'longitude': '-118.2325'}",0002724332-0005-5,582 MATEO 90013-2250,2016-06-29T00:00:00.000,30   WEBSTER,OAKLAND,94607-0000,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",582   MATEO STREET,90013-2250
BLUE BOTTLE COFFEE INC,VENICE,11,BLUE BOTTLE COFFEE,"{'latitude': '33.9918', 'longitude': '-118.4706'}",0002724332-0001-2,1103 ABBOT KINNEY 90291-3313,2014-04-15T00:00:00.000,476   9TH STREET,OAKLAND,94607-4048,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1103 ABBOT KINNEY BLVD UNIT #1,90291-3313
CONSOL TOPANGA 1058G LLC,CANOGA PARK,3,PEETS COFFEE TOPANGA MALL,"{'latitude': '34.1898', 'longitude': '-118.6058'}",0002869223-0001-2,6600 TOPANGA CANYON 91303-2679,2015-11-23T00:00:00.000,108 S FRANKLIN AVENUE #6,VALLEY STREAM,11580-6105,722300,Special food services (including food service contractors & caterers),6600 TOPANGA CANYON BLVD #1058G,91303-2679
MCS CONSOLIDATED GROUP INC,WOODLAND HILLS,3,PEETS COFFEE TOPANGA VILLAGE,"{'latitude': '34.1838', 'longitude': '-118.6058'}",0002859292-0001-7,6250 TOPANGA CANYON 91367-2236,2015-10-06T00:00:00.000,108 S FRANKLIN AVENUE UNIT #6,VALLEY STREAM,11580-6105,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",6250 TOPANGA CANYON BLVD SUITE #1593,91367-2236
"COMMISSARY, LLC",LOS ANGELES,5,COFFEE COMMISSARY,"{'latitude': '34.0273', 'longitude': '-118.4092'}",0002803783-0001-3,3425 MOTOR 90034-4709,2015-02-01T00:00:00.000,801 N FAIRFAX AVENUE BUILDING #106,LOS ANGELES,90046-7265,722211,Limited-service eating places,3425 MOTOR AVENUE BUILDING #101,90034-4709
"COGDTLA, LLC",LOS ANGELES,14,COGNOSCENTI COFFEE,"{'latitude': '34.0439', 'longitude': '-118.258'}",0002870341-0001-0,888 OLIVE 90014-3006,2015-05-14T00:00:00.000,1517 OAK GROVE DRIVE,LOS ANGELES,90041-3119,722211,Limited-service eating places,888 S OLIVE STREET UNIT #2,90014-3006
"COGDTLA, LLC",LOS ANGELES,14,COGNOSCENTI COFFEE,"{'latitude': '0.0', 'longitude': '0.0'}",0002870341-0003-6,1118 SAN JULIAN 90015-2314,2016-09-25T00:00:00.000,,,,722211,Limited-service eating places,1118   SAN JULIAN STREET,90015-2314
ENDORFFEINE LLC,LOS ANGELES,1,ENDORFFEINE,"{'latitude': '34.0608', 'longitude': '-118.239'}",0002838700-0001-6,727 BROADWAY 90012-2816,2015-08-01T00:00:00.000,7533 LAURELGROVE COURT,NORTH HOLLYWOOD,91605-3021,722211,Limited-service eating places,727 N BROADWAY SUITE #127,90012-2816
"G&B COFFEE, LLC",LOS ANGELES,1,"G&B COFFEE, LLC","{'latitude': '34.1093', 'longitude': '-118.1938'}",0003093351-0001-9,5619 FIGUEROA 90042-4977,2017-05-17T00:00:00.000,4609   HAMPTON STREET,VERNON,90058-2115,722211,Limited-service eating places,5619 N FIGUEROA STREET,90042-4977
"GGET HIGHLAND PARK, LLC",LOS ANGELES,1,GO GET EM TIGER,"{'latitude': '34.1105', 'longitude': '-118.1902'}",0003050539-0001-7,5916 FIGUEROA 90042-4230,2018-07-01T00:00:00.000,5916 N FIGUEROA STREET,LOS ANGELES,90042-4230,722211,Limited-service eating places,5916 N FIGUEROA STREET,90042-4230
GGET LARCHMONT LLC,LOS ANGELES,4,GO GET EM TIGER,"{'latitude': '34.075', 'longitude': '-118.3236'}",0002688118-0001-8,230 LARCHMONT 90004-3707,2013-06-20T00:00:00.000,,,,722300,Special food services (including food service contractors & caterers),230 N LARCHMONT BLVD,90004-3707
GGET LOS FELIZ LLC,LOS ANGELES,13,GO GET EM TIGER,"{'latitude': '34.0999', 'longitude': '-118.2903'}",0002904963-0001-5,4630 HOLLYWOOD 90027-5408,2016-05-30T00:00:00.000,,,,722211,Limited-service eating places,4630   HOLLYWOOD BLVD,90027-5408
